alpaca_symbol,security_name,exchange,ETF,Test Issue,qlib_symbol,universe_snapshot_source
RVLV,"Revolve Group, Inc. Class A Common Stock",NYSE,N,N,RVLV,Nasdaq Trader Symbol Directory
RVMD,"Revolution Medicines, Inc. - Common Stock",NASDAQ,N,N,RVMD,Nasdaq Trader Symbol Directory
RVP,"Retractable Technologies, Inc. Common Stock",NYSE American,N,N,RVP,Nasdaq Trader Symbol Directory
RVSB,Riverview Bancorp Inc - Common Stock,NASDAQ,N,N,RVSB,Nasdaq Trader Symbol Directory
RVSN,Rail Vision Ltd. - Ordinary Shares,NASDAQ,N,N,RVSN,Nasdaq Trader Symbol Directory
RVT,"Royce Small-Cap Trust, Inc. Common Stock",NYSE,N,N,RVT,Nasdaq Trader Symbol Directory
RVTY,"Revvity, Inc. Common Stock",NYSE,N,N,RVTY,Nasdaq Trader Symbol Directory
RWAY,Runway Growth Finance Corp. - Common Stock,NASDAQ,N,N,RWAY,Nasdaq Trader Symbol Directory
RWAYI,Runway Growth Finance Corp. - 7.25% Notes due 2031,NASDAQ,N,N,RWAYI,Nasdaq Trader Symbol Directory
RWAYL,Runway Growth Finance Corp. - 7.50% Notes due 2027,NASDAQ,N,N,RWAYL,Nasdaq Trader Symbol Directory
RWT,"Redwood Trust, Inc. Common Stock",NYSE,N,N,RWT,Nasdaq Trader Symbol Directory
RWTN,"Redwood Trust, Inc. 9.125% Senior Notes Due 2029",NYSE,N,N,RWTN,Nasdaq Trader Symbol Directory
RWTO,"Redwood Trust, Inc. 9.00% Senior Notes Due 2029",NYSE,N,N,RWTO,Nasdaq Trader Symbol Directory
RWTP,"Redwood Trust, Inc. 9.125% Senior Notes Due 2030",NYSE,N,N,RWTP,Nasdaq Trader Symbol Directory
RWTQ,"Redwood Trust, Inc. 9.500% Senior Notes Due 2030",NYSE,N,N,RWTQ,Nasdaq Trader Symbol Directory
RWTS,"Redwood Trust, Inc. 9.75% Senior Notes Due 2031",NYSE,N,N,RWTS,Nasdaq Trader Symbol Directory
RXO,"RXO, Inc. Common Stock",NYSE,N,N,RXO,Nasdaq Trader Symbol Directory
RXRX,"Recursion Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ,N,N,RXRX,Nasdaq Trader Symbol Directory
RXST,"RxSight, Inc. - Common Stock",NASDAQ,N,N,RXST,Nasdaq Trader Symbol Directory
RXT,"Rackspace Technology, Inc. - Common Stock",NASDAQ,N,N,RXT,Nasdaq Trader Symbol Directory
RY,Royal Bank Of Canada Common Stock,NYSE,N,N,RY,Nasdaq Trader Symbol Directory
RYAM,Rayonier Advanced Materials Inc. Common Stock,NYSE,N,N,RYAM,Nasdaq Trader Symbol Directory
RYAN,"Ryan Specialty Holdings, Inc. Class A Common Stock",NYSE,N,N,RYAN,Nasdaq Trader Symbol Directory
RYDE,Ryde Group Ltd. Class A Ordinary Shares,NYSE American,N,N,RYDE,Nasdaq Trader Symbol Directory
RYET,Ruanyun Edai Technology Inc. - Ordinary shares,NASDAQ,N,N,RYET,Nasdaq Trader Symbol Directory
RYM,"RYTHM, Inc. - Common Stock",NASDAQ,N,N,RYM,Nasdaq Trader Symbol Directory
RYN,Rayonier Inc. REIT Common Stock,NYSE,N,N,RYN,Nasdaq Trader Symbol Directory
RYOJ,"rYojbaba Co., Ltd. - Common Shares",NASDAQ,N,N,RYOJ,Nasdaq Trader Symbol Directory
RYTM,"Rhythm Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,RYTM,Nasdaq Trader Symbol Directory
RYZ,Ryerson Holding Corporation Common Stock,NYSE,N,N,RYZ,Nasdaq Trader Symbol Directory
RZC,"Reinsurance Group of America, Incorporated 7.125% Fixed-Rate Reset Subordinated Debentures due 2052",NYSE,N,N,RZC,Nasdaq Trader Symbol Directory
RZLT,"Rezolute, Inc. - Common Stock (NV)",NASDAQ,N,N,RZLT,Nasdaq Trader Symbol Directory
RZLV,Rezolve AI PLC - Ordinary Shares,NASDAQ,N,N,RZLV,Nasdaq Trader Symbol Directory
S,"SentinelOne, Inc. Class A Common Stock",NYSE,N,N,S,Nasdaq Trader Symbol Directory
SA,"Seabridge Gold, Inc. Common Shares New",NYSE,N,N,SA,Nasdaq Trader Symbol Directory
SABA,Saba Capital Income & Opportunities Fund II Shares of Beneficial Interest,NYSE,N,N,SABA,Nasdaq Trader Symbol Directory
SABR,Sabre Corporation - Common Stock,NASDAQ,N,N,SABR,Nasdaq Trader Symbol Directory
SABS,"SAB Biotherapeutics, Inc. - Common Stock",NASDAQ,N,N,SABS,Nasdaq Trader Symbol Directory
SACH,Sachem Capital Corp. Common Shares,NYSE American,N,N,SACH,Nasdaq Trader Symbol Directory
SAFE,Safehold Inc. New Common Stock ,NYSE,N,N,SAFE,Nasdaq Trader Symbol Directory
SAFT,"Safety Insurance Group, Inc. - Common Stock",NASDAQ,N,N,SAFT,Nasdaq Trader Symbol Directory
SAFX,"XCF Global, Inc. - Class A Common Stock",NASDAQ,N,N,SAFX,Nasdaq Trader Symbol Directory
SAGT,SAGTEC GLOBAL LIMITED - Class A Ordinary shares,NASDAQ,N,N,SAGT,Nasdaq Trader Symbol Directory
SAGU,Shreya Acquisition Group Class A Ordinary Shares,NYSE,N,N,SAGU,Nasdaq Trader Symbol Directory
SAH,"Sonic Automotive, Inc. Common Stock",NYSE,N,N,SAH,Nasdaq Trader Symbol Directory
SAIA,"Saia, Inc. - Common Stock",NASDAQ,N,N,SAIA,Nasdaq Trader Symbol Directory
SAIC,Science Applications International Corporation - Common Stock,NASDAQ,N,N,SAIC,Nasdaq Trader Symbol Directory
SAIH,SAIHEAT Limited - Class A Ordinary Shares,NASDAQ,N,N,SAIH,Nasdaq Trader Symbol Directory
SAIL,"SailPoint, Inc. - Common Stock",NASDAQ,N,N,SAIL,Nasdaq Trader Symbol Directory
SAJ,Saratoga Investment Corp 8.00% Notes due 2027,NYSE,N,N,SAJ,Nasdaq Trader Symbol Directory
SAM,"Boston Beer Company, Inc. (The) Common Stock",NYSE,N,N,SAM,Nasdaq Trader Symbol Directory
SAMG,Silvercrest Asset Management Group Inc. - Common Stock,NASDAQ,N,N,SAMG,Nasdaq Trader Symbol Directory
SANA,"Sana Biotechnology, Inc. - Common Stock",NASDAQ,N,N,SANA,Nasdaq Trader Symbol Directory
SANG,Sangoma Technologies Corporation - Common Shares,NASDAQ,N,N,SANG,Nasdaq Trader Symbol Directory
SANM,Sanmina Corporation - Common Stock,NASDAQ,N,N,SANM,Nasdaq Trader Symbol Directory
SAP,SAP  SE ADS,NYSE,N,N,SAP,Nasdaq Trader Symbol Directory
SAR,Saratoga Investment Corp New,NYSE,N,N,SAR,Nasdaq Trader Symbol Directory
SARO,"StandardAero, Inc. Common Stock",NYSE,N,N,SARO,Nasdaq Trader Symbol Directory
SAT,Saratoga Investment Corp 6.00% Notes due 2027,NYSE,N,N,SAT,Nasdaq Trader Symbol Directory
SATL,Satellogic Inc. - Class A Common Stock,NASDAQ,N,N,SATL,Nasdaq Trader Symbol Directory
SAV,Saratoga Investment Corp 7.50% Notes due 2031,NYSE,N,N,SAV,Nasdaq Trader Symbol Directory
SAY,Saratoga Investment Corp 8.125% Notes due 2027,NYSE,N,N,SAY,Nasdaq Trader Symbol Directory
SAZ,Saratoga Investment Corp 8.50% Notes due 2028,NYSE,N,N,SAZ,Nasdaq Trader Symbol Directory
SB,"Safe Bulkers, Inc Common Stock ($0.001 par value)",NYSE,N,N,SB,Nasdaq Trader Symbol Directory
SBAC,SBA Communications Corporation - Class A Common Stock,NASDAQ,N,N,SBAC,Nasdaq Trader Symbol Directory
SBC,SBC Medical Group Holdings Incorporated - Common Stock,NASDAQ,N,N,SBC,Nasdaq Trader Symbol Directory
SBCF,Seacoast Banking Corporation of Florida - Common Stock,NASDAQ,N,N,SBCF,Nasdaq Trader Symbol Directory
SBET,"Sharplink, Inc. - Common Stock",NASDAQ,N,N,SBET,Nasdaq Trader Symbol Directory
SBFG,"SB Financial Group, Inc. - Common Stock",NASDAQ,N,N,SBFG,Nasdaq Trader Symbol Directory
SBFM,Sunshine Biopharma Inc. - Common stock,NASDAQ,N,N,SBFM,Nasdaq Trader Symbol Directory
SBGI,"Sinclair, Inc. - Class A Common Stock",NASDAQ,N,N,SBGI,Nasdaq Trader Symbol Directory
SBH,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.) Common Stock",NYSE,N,N,SBH,Nasdaq Trader Symbol Directory
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,NYSE,N,N,SBI,Nasdaq Trader Symbol Directory
SBLK,Star Bulk Carriers Corp. - Common Shares,NASDAQ,N,N,SBLK,Nasdaq Trader Symbol Directory
SBMT,Silver Bow Mining Corp. Common Shares,NYSE American,N,N,SBMT,Nasdaq Trader Symbol Directory
SBR,Sabine Royalty Trust Common Stock,NYSE,N,N,SBR,Nasdaq Trader Symbol Directory
SBRA,"Sabra Health Care REIT, Inc. - Common Stock",NASDAQ,N,N,SBRA,Nasdaq Trader Symbol Directory
SBSI,"Southside Bancshares, Inc. Common Stock",NYSE,N,N,SBSI,Nasdaq Trader Symbol Directory
SBSW,D/B/A Sibanye-Stillwater Limited ADS,NYSE,N,N,SBSW,Nasdaq Trader Symbol Directory
SBUX,Starbucks Corporation - Common Stock,NASDAQ,N,N,SBUX,Nasdaq Trader Symbol Directory
SBXD,SilverBox Corp IV Class A Ordinary Shares,NYSE,N,N,SBXD,Nasdaq Trader Symbol Directory
SBXE,SilverBox Corp V Class A Ordinary Shares,NYSE,N,N,SBXE,Nasdaq Trader Symbol Directory
SCCD,Sachem Capital Corp. 6.00% Notes due 2026,NYSE American,N,N,SCCD,Nasdaq Trader Symbol Directory
SCCE,Sachem Capital Corp. 6.00% Notes due 2027,NYSE American,N,N,SCCE,Nasdaq Trader Symbol Directory
SCCF,Sachem Capital Corp. 7.125% Notes due 2027,NYSE American,N,N,SCCF,Nasdaq Trader Symbol Directory
SCCG,Sachem Capital Corp. 8.00% Notes due 2027,NYSE American,N,N,SCCG,Nasdaq Trader Symbol Directory
SCCO,Southern Copper Corporation Common Stock,NYSE,N,N,SCCO,Nasdaq Trader Symbol Directory
SCD,LMP Capital and Income Fund Inc. Common Stock,NYSE,N,N,SCD,Nasdaq Trader Symbol Directory
SCHL,Scholastic Corporation - Common Stock,NASDAQ,N,N,SCHL,Nasdaq Trader Symbol Directory
SCHW,Charles Schwab Corporation (The) Common Stock,NYSE,N,N,SCHW,Nasdaq Trader Symbol Directory
SCI,Service Corporation International Common Stock,NYSE,N,N,SCI,Nasdaq Trader Symbol Directory
SCKT,"Socket Mobile, Inc. - Common Stock",NASDAQ,N,N,SCKT,Nasdaq Trader Symbol Directory
SCL,Stepan Company Common Stock,NYSE,N,N,SCL,Nasdaq Trader Symbol Directory
SCLX,Scilex Holding Company - Common Stock,NASDAQ,N,N,SCLX,Nasdaq Trader Symbol Directory
SCM,Stellus Capital Investment Corporation Common Stock,NYSE,N,N,SCM,Nasdaq Trader Symbol Directory
SCNX,"Scienture Holdings, Inc. - Common Stock",NASDAQ,N,N,SCNX,Nasdaq Trader Symbol Directory
SCOR,"comScore, Inc. - Common Stock",NASDAQ,N,N,SCOR,Nasdaq Trader Symbol Directory
SCPQ,Social Commerce Partners Corporation - Class A Ordinary Shares,NASDAQ,N,N,SCPQ,Nasdaq Trader Symbol Directory
SCSC,"ScanSource, Inc. - Common Stock",NASDAQ,N,N,SCSC,Nasdaq Trader Symbol Directory
SCTX,Scribe Therapeutics Inc. - Common Stock,NASDAQ,N,N,SCTX,Nasdaq Trader Symbol Directory
SCWO,374Water Inc. - common stock,NASDAQ,N,N,SCWO,Nasdaq Trader Symbol Directory
SCYX,"SCYNEXIS, Inc. - Common Stock",NASDAQ,N,N,SCYX,Nasdaq Trader Symbol Directory
SCZM,Santacruz Silver Mining Ltd. - Common Shares,NASDAQ,N,N,SCZM,Nasdaq Trader Symbol Directory
SD,"SandRidge Energy, Inc. Common Stock",NYSE,N,N,SD,Nasdaq Trader Symbol Directory
SDA,SunCar Technology Group Inc. - Ordinary Shares,NASDAQ,N,N,SDA,Nasdaq Trader Symbol Directory
SDEV,Stablecoin Development Corporation Common Stock,NYSE American,N,N,SDEV,Nasdaq Trader Symbol Directory
SDGR,"Schrodinger, Inc. - Common Stock",NASDAQ,N,N,SDGR,Nasdaq Trader Symbol Directory
SDHC,Smith Douglas Homes Corp. Class A Common Stock,NYSE,N,N,SDHC,Nasdaq Trader Symbol Directory
SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares,NYSE,N,N,SDHY,Nasdaq Trader Symbol Directory
SDOT,Sadot Group Inc. - Common Stock,NASDAQ,N,N,SDOT,Nasdaq Trader Symbol Directory
SDRL,Seadrill Limited Common Shares,NYSE,N,N,SDRL,Nasdaq Trader Symbol Directory
SDST,Stardust Power Inc. - Common Stock,NASDAQ,N,N,SDST,Nasdaq Trader Symbol Directory
SEAT,Vivid Seats Inc. - Class A common stock,NASDAQ,N,N,SEAT,Nasdaq Trader Symbol Directory
SEB,Seaboard Corporation Common Stock,NYSE American,N,N,SEB,Nasdaq Trader Symbol Directory
SECZ,Securitize Corp. Common Stock,NYSE,N,N,SECZ,Nasdaq Trader Symbol Directory
SEDG,"SolarEdge Technologies, Inc. - Common Stock",NASDAQ,N,N,SEDG,Nasdaq Trader Symbol Directory
SEED,Origin Agritech Limited - Ordinary Shares,NASDAQ,N,N,SEED,Nasdaq Trader Symbol Directory
SEER,"Seer, Inc. - Class A Common Stock",NASDAQ,N,N,SEER,Nasdaq Trader Symbol Directory
SEG,Seaport Entertainment Group Inc. Common Stock,NYSE,N,N,SEG,Nasdaq Trader Symbol Directory
SEGG,Sports Entertainment Gaming Global Corporation  - Common Stock,NASDAQ,N,N,SEGG,Nasdaq Trader Symbol Directory
SEI,"Solaris Energy Infrastructure, Inc. Class A Common Stock",NYSE,N,N,SEI,Nasdaq Trader Symbol Directory
SEIC,SEI Investments Company - Common Stock,NASDAQ,N,N,SEIC,Nasdaq Trader Symbol Directory
SELF,"Global Self Storage, Inc. - Common Stock",NASDAQ,N,N,SELF,Nasdaq Trader Symbol Directory
SENEA,Seneca Foods Corp. - Class A Common Stock,NASDAQ,N,N,SENEA,Nasdaq Trader Symbol Directory
SENEB,Seneca Foods Corp. - Class B Common Stock,NASDAQ,N,N,SENEB,Nasdaq Trader Symbol Directory
SENS,"Senseonics Holdings, Inc. - Common Stock",NASDAQ,N,N,SENS,Nasdaq Trader Symbol Directory
SEPN,"Septerna, Inc. - Common Stock",NASDAQ,N,N,SEPN,Nasdaq Trader Symbol Directory
SER,"Serina Therapeutics, Inc. Common Stock",NYSE American,N,N,SER,Nasdaq Trader Symbol Directory
SERA,"Sera Prognostics, Inc. - Class A Common Stock",NASDAQ,N,N,SERA,Nasdaq Trader Symbol Directory
SERV,Serve Robotics Inc. - Common Stock,NASDAQ,N,N,SERV,Nasdaq Trader Symbol Directory
SES,SES AI Corporation Class A Common Stock,NYSE,N,N,SES,Nasdaq Trader Symbol Directory
SEV,Aptera Motors Corp. - Class B Common Stock,NASDAQ,N,N,SEV,Nasdaq Trader Symbol Directory
SEVN,Seven Hills Realty Trust  - Common Stock,NASDAQ,N,N,SEVN,Nasdaq Trader Symbol Directory
SEZL,Sezzle Inc. - Common Stock,NASDAQ,N,N,SEZL,Nasdaq Trader Symbol Directory
SF,Stifel Financial Corporation Common Stock,NYSE,N,N,SF,Nasdaq Trader Symbol Directory
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,NYSE,N,N,SFB,Nasdaq Trader Symbol Directory
SFBC,"Sound Financial Bancorp, Inc. - Common Stock",NASDAQ,N,N,SFBC,Nasdaq Trader Symbol Directory
SFBS,"ServisFirst Bancshares, Inc. Common Stock",NYSE,N,N,SFBS,Nasdaq Trader Symbol Directory
SFD,"Smithfield Foods, Inc. - Common Stock",NASDAQ,N,N,SFD,Nasdaq Trader Symbol Directory
SFHG,Samfine Creation Holdings Group Limited - Class A Ordinary Share,NASDAQ,N,N,SFHG,Nasdaq Trader Symbol Directory
SFIX,"Stitch Fix, Inc. - Class A Common Stock",NASDAQ,N,N,SFIX,Nasdaq Trader Symbol Directory
SFL,SFL Corporation Ltd,NYSE,N,N,SFL,Nasdaq Trader Symbol Directory
SFM,"Sprouts Farmers Market, Inc. - Common Stock",NASDAQ,N,N,SFM,Nasdaq Trader Symbol Directory
SFNC,Simmons First National Corporation - Common Stock,NASDAQ,N,N,SFNC,Nasdaq Trader Symbol Directory
SFST,"Southern First Bancshares, Inc. - Common Stock",NASDAQ,N,N,SFST,Nasdaq Trader Symbol Directory
SFWL,Shengfeng Development Limited - Class A Ordinary Shares,NASDAQ,N,N,SFWL,Nasdaq Trader Symbol Directory
SG,"Sweetgreen, Inc. Class A Common Stock",NYSE,N,N,SG,Nasdaq Trader Symbol Directory
SGA,"Saga Communications, Inc. - Class A Common Stock",NASDAQ,N,N,SGA,Nasdaq Trader Symbol Directory
SGC,"Superior Group of Companies, Inc. - Common Stock",NASDAQ,N,N,SGC,Nasdaq Trader Symbol Directory
SGHC,Super Group (SGHC) Limited Ordinary Shares,NYSE,N,N,SGHC,Nasdaq Trader Symbol Directory
SGHT,"Sight Sciences, Inc. - Common Stock",NASDAQ,N,N,SGHT,Nasdaq Trader Symbol Directory
SGI,Somnigroup International Inc. Common Stock,NYSE,N,N,SGI,Nasdaq Trader Symbol Directory
SGLY,Singularity Future Technology Ltd. - Common Stock,NASDAQ,N,N,SGLY,Nasdaq Trader Symbol Directory
SGML,Sigma Lithium Corporation - common shares,NASDAQ,N,N,SGML,Nasdaq Trader Symbol Directory
SGMT,Sagimet Biosciences Inc. - Series A Common Stock,NASDAQ,N,N,SGMT,Nasdaq Trader Symbol Directory
SGP,"SpyGlass Pharma, Inc. - Common Stock",NASDAQ,N,N,SGP,Nasdaq Trader Symbol Directory
SGRY,"Surgery Partners, Inc. - Common Stock",NASDAQ,N,N,SGRY,Nasdaq Trader Symbol Directory
SGU,Star Group L.P. Common Stock,NYSE,N,N,SGU,Nasdaq Trader Symbol Directory
SHAK,"Shake Shack, Inc. Class A Common Stock",NYSE,N,N,SHAK,Nasdaq Trader Symbol Directory
SHAZ,"SharonAI Holdings, Inc. - Class A Common Stock",NASDAQ,N,N,SHAZ,Nasdaq Trader Symbol Directory
SHBI,"Shore Bancshares, Inc. - Common Stock",NASDAQ,N,N,SHBI,Nasdaq Trader Symbol Directory
SHC,Sotera Health Company - Common Stock,NASDAQ,N,N,SHC,Nasdaq Trader Symbol Directory
SHEN,Shenandoah Telecommunications Co - Common Stock,NASDAQ,N,N,SHEN,Nasdaq Trader Symbol Directory
SHFS,"SHF Holdings, Inc. - Class A Common Stock",NASDAQ,N,N,SHFS,Nasdaq Trader Symbol Directory
SHIM,Shimmick Corporation - Common Stock,NASDAQ,N,N,SHIM,Nasdaq Trader Symbol Directory
SHIP,Seanergy Maritime Holdings Corp. - Common Stock,NASDAQ,N,N,SHIP,Nasdaq Trader Symbol Directory
SHLS,"Shoals Technologies Group, Inc. - Class A Common Stock",NASDAQ,N,N,SHLS,Nasdaq Trader Symbol Directory
SHMD,SCHMID Group N.V. - Class A Ordinary Shares,NASDAQ,N,N,SHMD,Nasdaq Trader Symbol Directory
SHO,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares",NYSE,N,N,SHO,Nasdaq Trader Symbol Directory
SHOE,"Shoe Station Group, Inc. - Common Stock",NASDAQ,N,N,SHOE,Nasdaq Trader Symbol Directory
SHOO,"Steven Madden, Ltd. - Common Stock",NASDAQ,N,N,SHOO,Nasdaq Trader Symbol Directory
SHOP,Shopify Inc. - Class A Subordinate Voting Shares,NASDAQ,N,N,SHOP,Nasdaq Trader Symbol Directory
SHOT,RMG ML Sports Holdings - Class A Ordinary Shares,NASDAQ,N,N,SHOT,Nasdaq Trader Symbol Directory
SHPH,"Shuttle Pharmaceuticals Holdings, Inc. - common stock",NASDAQ,N,N,SHPH,Nasdaq Trader Symbol Directory
SHW,Sherwin-Williams Company (The) Common Stock,NYSE,N,N,SHW,Nasdaq Trader Symbol Directory
SI,"Shoulder Innovations, Inc. Common Stock",NYSE,N,N,SI,Nasdaq Trader Symbol Directory
SIBN,"SI-BONE, Inc. - Common Stock",NASDAQ,N,N,SIBN,Nasdaq Trader Symbol Directory
SID,Companhia Siderurgica Nacional S.A. Common Stock,NYSE,N,N,SID,Nasdaq Trader Symbol Directory
SIDU,"Sidus Space, Inc. - Class A Common Stock",NASDAQ,N,N,SIDU,Nasdaq Trader Symbol Directory
SIEB,Siebert Financial Corp. - Common Stock,NASDAQ,N,N,SIEB,Nasdaq Trader Symbol Directory
SIF,"SIFCO Industries, Inc. Common Stock",NYSE American,N,N,SIF,Nasdaq Trader Symbol Directory
SIFY,Sify Technologies Limited - American Depository Shares,NASDAQ,N,N,SIFY,Nasdaq Trader Symbol Directory
SIG,Signet Jewelers Limited Common Shares,NYSE,N,N,SIG,Nasdaq Trader Symbol Directory
SIGA,SIGA Technologies Inc. - Common Stock,NASDAQ,N,N,SIGA,Nasdaq Trader Symbol Directory
SIGI,"Selective Insurance Group, Inc. - Common Stock",NASDAQ,N,N,SIGI,Nasdaq Trader Symbol Directory
SII,Sprott Inc. Common Shares,NYSE,N,N,SII,Nasdaq Trader Symbol Directory
SILC,Silicom Ltd - Ordinary Shares,NASDAQ,N,N,SILC,Nasdaq Trader Symbol Directory
SILO,"Silo Pharma, Inc. - Common Stock",NASDAQ,N,N,SILO,Nasdaq Trader Symbol Directory
SIND,Sinda Ltd. Common Stock,NYSE,N,N,SIND,Nasdaq Trader Symbol Directory
SINT,"SiNtx Technologies, Inc. - Common Stock",NASDAQ,N,N,SINT,Nasdaq Trader Symbol Directory
SION,"Sionna Therapeutics, Inc. - Common Stock",NASDAQ,N,N,SION,Nasdaq Trader Symbol Directory
SIRI,SiriusXM Holdings Inc. - Common Stock,NASDAQ,N,N,SIRI,Nasdaq Trader Symbol Directory
SITC,SITE Centers Corp. Common Stock,NYSE,N,N,SITC,Nasdaq Trader Symbol Directory
SITE,"SiteOne Landscape Supply, Inc. Common Stock",NYSE,N,N,SITE,Nasdaq Trader Symbol Directory
SITM,SiTime Corporation - Common Stock,NASDAQ,N,N,SITM,Nasdaq Trader Symbol Directory
SJ,Scienjoy Holding Corporation - Class A Ordinary Shares,NASDAQ,N,N,SJ,Nasdaq Trader Symbol Directory
SJM,The J.M. Smucker Company Common Stock,NYSE,N,N,SJM,Nasdaq Trader Symbol Directory
SJT,San Juan Basin Royalty Trust Common Stock,NYSE,N,N,SJT,Nasdaq Trader Symbol Directory
SKE,Skeena Resources Limited Common Shares,NYSE,N,N,SKE,Nasdaq Trader Symbol Directory
SKIL,Skillsoft Corp. Class A Common Stock,NYSE,N,N,SKIL,Nasdaq Trader Symbol Directory
SKIN,SkinHealth Systems Inc. - Class A Common Stock,NASDAQ,N,N,SKIN,Nasdaq Trader Symbol Directory
SKK,SKK Holdings Limited - Class A Ordinary Shares,NASDAQ,N,N,SKK,Nasdaq Trader Symbol Directory
SKM,"SK Telecom Co., Ltd. Common Stock",NYSE,N,N,SKM,Nasdaq Trader Symbol Directory
SKT,Tanger Inc. Common Stock,NYSE,N,N,SKT,Nasdaq Trader Symbol Directory
SKWD,"Skyward Specialty Insurance Group, Inc. - Common Stock",NASDAQ,N,N,SKWD,Nasdaq Trader Symbol Directory
SKY,"Champion Homes, Inc. Common Stock",NYSE,N,N,SKY,Nasdaq Trader Symbol Directory
SKYA,"SkyAI, Inc. - Common Stock",NASDAQ,N,N,SKYA,Nasdaq Trader Symbol Directory
SKYE,"Skye Bioscience, Inc. - Common Stock",NASDAQ,N,N,SKYE,Nasdaq Trader Symbol Directory
SKYH,Sky Harbour Group Corporation Class A Common Stock,NYSE,N,N,SKYH,Nasdaq Trader Symbol Directory
SKYQ,Sky Quarry Inc. - Common Stock,NASDAQ,N,N,SKYQ,Nasdaq Trader Symbol Directory
SKYW,"SkyWest, Inc. - Common Stock",NASDAQ,N,N,SKYW,Nasdaq Trader Symbol Directory
SKYX,SKYX Platforms Corp. - Common Stock,NASDAQ,N,N,SKYX,Nasdaq Trader Symbol Directory
SLAB,"Silicon Laboratories, Inc. - Common Stock",NASDAQ,N,N,SLAB,Nasdaq Trader Symbol Directory
SLB,SLB Limited Common Shares,NYSE,N,N,SLB,Nasdaq Trader Symbol Directory
SLBT,SL Science Holding Limited - Ordinary Shares,NASDAQ,N,N,SLBT,Nasdaq Trader Symbol Directory
SLDB,Solid Biosciences Inc. - Common Stock,NASDAQ,N,N,SLDB,Nasdaq Trader Symbol Directory
SLDE,"Slide Insurance Holdings, Inc. - Common Stock",NASDAQ,N,N,SLDE,Nasdaq Trader Symbol Directory
SLDP,"Solid Power, Inc. - Class A Common Stock",NASDAQ,N,N,SLDP,Nasdaq Trader Symbol Directory
SLE,"Super League Enterprise, Inc. - Common Stock",NASDAQ,N,N,SLE,Nasdaq Trader Symbol Directory
SLF,Sun Life Financial Inc. Common Stock,NYSE,N,N,SLF,Nasdaq Trader Symbol Directory
SLG,SL Green Realty Corp Common Stock,NYSE,N,N,SLG,Nasdaq Trader Symbol Directory
SLGB,Smart Logistics Global Limited - Class A Ordinary Shares,NASDAQ,N,N,SLGB,Nasdaq Trader Symbol Directory
SLGL,Sol-Gel Technologies Ltd. - Ordinary Shares,NASDAQ,N,N,SLGL,Nasdaq Trader Symbol Directory
SLGN,Silgan Holdings Inc. Common Stock,NYSE,N,N,SLGN,Nasdaq Trader Symbol Directory
SLI,Standard Lithium Ltd. Common Shares,NYSE American,N,N,SLI,Nasdaq Trader Symbol Directory
SLM,SLM Corporation - Common Stock,NASDAQ,N,N,SLM,Nasdaq Trader Symbol Directory
SLMT,Brera Holdings PLC - Class B Ordinary Shares,NASDAQ,N,N,SLMT,Nasdaq Trader Symbol Directory
SLN,Silence Therapeutics Plc - American Depository Share,NASDAQ,N,N,SLN,Nasdaq Trader Symbol Directory
SLND,"Southland Holdings, Inc. Common Stock",NYSE American,N,N,SLND,Nasdaq Trader Symbol Directory
SLNG,"Stabilis Solutions, Inc. - Common Stock",NASDAQ,N,N,SLNG,Nasdaq Trader Symbol Directory
SLNH,"Soluna Holdings, Inc. - Common Stock",NASDAQ,N,N,SLNH,Nasdaq Trader Symbol Directory
SLP,"Simulations Plus, Inc. - Common Stock",NASDAQ,N,N,SLP,Nasdaq Trader Symbol Directory
SLQT,"SelectQuote, Inc. Common Stock",NYSE,N,N,SLQT,Nasdaq Trader Symbol Directory
SLRC,SLR Investment Corp. - Closed End Fund,NASDAQ,N,N,SLRC,Nasdaq Trader Symbol Directory
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",NASDAQ,N,N,SLS,Nasdaq Trader Symbol Directory
SLSN,"Solesence, Inc. - Common stock",NASDAQ,N,N,SLSN,Nasdaq Trader Symbol Directory
SLSR,Solaris Resources Inc. Common Shares,NYSE American,N,N,SLSR,Nasdaq Trader Symbol Directory
SLVM,Sylvamo Corporation Common Stock,NYSE,N,N,SLVM,Nasdaq Trader Symbol Directory
SLXN,Silexion Therapeutics Corp - Ordinary Shares,NASDAQ,N,N,SLXN,Nasdaq Trader Symbol Directory
SM,SM Energy Company Common Stock,NYSE,N,N,SM,Nasdaq Trader Symbol Directory
SMA,"SmartStop Self Storage REIT, Inc. Common Stock",NYSE,N,N,SMA,Nasdaq Trader Symbol Directory
SMBC,"Southern Missouri Bancorp, Inc. - Common Stock",NASDAQ,N,N,SMBC,Nasdaq Trader Symbol Directory
SMBK,"SmartFinancial, Inc. Common Stock",NYSE,N,N,SMBK,Nasdaq Trader Symbol Directory
